,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,label,score
265,1841806965145796649,Thu Oct 03 14:03:43 +0000 2024,1,@benjamincrozat I'd be interested in how many end users care about the drama behind WP? Devs care understandably but an end user who's been using it for years won't surely?,1841841566463201282,,benjamincrozat,en,"Scarborough, England",0,1,0,https://x.com/aidanlaycockdev/status/1841841566463201282,1625959703363592193,aidanlaycockdev,benjamincrozat interested many end users care drama behind wp devs care understandably end user using years surely,positive,0.9186
266,1841825479575163065,Thu Oct 03 13:59:31 +0000 2024,1,@aylacroft @t3dotgg Tbh I didn't notice the wp drama. But looks like it's because Matt was talking bs in prime's interview?,1841840507900854721,,aylacroft,en,core dumped,0,1,0,https://x.com/chardon_cs/status/1841840507900854721,3432363689,chardon_cs,aylacroft t3dotgg tbh notice wp drama looks like matt talking bs prime interview,positive,0.5423
267,1841837489780084748,Thu Oct 03 13:47:31 +0000 2024,6,Going back through old #WPDrama and finding things like this from over seventeen years ago ... just spit my coffee out. And no I'm not telling you which site I found this on https://t.co/GZuNK6MUT7,1841837489780084748,https://pbs.twimg.com/media/GY-FM1UWoAAc8ZD.jpg,,en,Florida,1,1,1,https://x.com/ryancduff/status/1841837489780084748,1564046454519480320,ryancduff,going back old wpdrama finding things like seventeen years ago spit coffee telling site found,positive,0.3612
268,1841822122135490764,Thu Oct 03 13:46:29 +0000 2024,1,@ryancduff #wpdrama is not new. :),1841837228286476376,,ryancduff,en,"Bergen, Norway",0,0,0,https://x.com/h0bbel/status/1841837228286476376,1051361,h0bbel,ryancduff wpdrama new,neutral,0.0
269,1841829103265001975,Thu Oct 03 13:14:12 +0000 2024,0,The #WordPress vs. WP Engine drama explained https://t.co/kLYveivRiN via @techcrunch,1841829103265001975,,,en,"Powys, Wales & Órgiva, España",0,0,0,https://x.com/generationx/status/1841829103265001975,13816832,generationx,wordpress vs wp engine drama explained via techcrunch,positive,0.25
270,1841823289951322574,Thu Oct 03 13:12:24 +0000 2024,3,@TRPage_dev I built 2 WP sites for clients this year and have another 2 in queue. I don't really think the drama will affect my choice. It is the standard for brochure sites that need some CMS capability. But I definitely steer people away from it for pretty much anything else.,1841828648589865180,,TRPage_dev,en,"St. Louis, MO",0,2,0,https://x.com/matthewsmith/status/1841828648589865180,12332802,matthewsmith,trpage dev built 2 wp sites clients year another 2 queue really think drama affect choice standard brochure sites need cms capability definitely steer people away pretty much anything else,positive,0.7845
271,1841819985368301735,Thu Oct 03 12:37:58 +0000 2024,22,Still without power and can confirm that (by comparison) my level of concern over #WPDrama is just... Nothing. Deep breaths folks.,1841819985368301735,,,en,"Greenwood, SC",0,4,1,https://x.com/benUNC/status/1841819985368301735,14200317,benUNC,still without power confirm comparison level concern wpdrama nothing deep breaths folks,neutral,0.0
272,1841818096002121920,Thu Oct 03 12:30:28 +0000 2024,1,b2 &gt; WordPress &gt; ??? #wpdrama,1841818096002121920,,,en,"Bergen, Norway",0,2,0,https://x.com/h0bbel/status/1841818096002121920,1051361,h0bbel,b2 gt wordpress gt wpdrama,positive,0.4939
273,1841815583345578233,Thu Oct 03 12:20:29 +0000 2024,2,Overheard on r/WordPress Maybe it's time to migrate back to Movable Type.... #WPDrama,1841815583345578233,,,en,Florida,0,2,0,https://x.com/ryancduff/status/1841815583345578233,1564046454519480320,ryancduff,overheard r wordpress maybe time migrate back movable type wpdrama,neutral,0.0
274,1841783197442712057,Thu Oct 03 12:00:32 +0000 2024,1,@xwolf That's my point the WP drama should have unfolded behind the scenes not in full public hogging the limelight.,1841810565905490293,,xwolf,en,,0,0,0,https://x.com/mgaak1dev/status/1841810565905490293,1439238544602505219,mgaak1dev,xwolf point wp drama unfolded behind scenes full public hogging limelight,positive,0.25
276,1841807293270089778,Thu Oct 03 11:47:32 +0000 2024,4,Weird vibes releasing new features with all the #WPDrama but the show must go on! I suspect our customers will love the new Calendar and Attendee blocks but I'm most excited for the ticket importer updates. Makes it possible to retrofit tickets to old vanilla orders ,1841807293270089778,,,en,"Cape Town, South Africa",0,0,1,https://x.com/robinpietersen/status/1841807293270089778,14175715,robinpietersen,weird vibes releasing new features wpdrama show must go suspect customers love new calendar attendee blocks excited ticket importer updates makes possible retrofit tickets old vanilla orders,positive,0.4215
278,1841801625419104541,Thu Oct 03 11:25:01 +0000 2024,1,Oh no. Not like this. #wpdrama https://t.co/kboOqF27eP,1841801625419104541,,,en,"ÜT: 43.94421,-79.39097",0,0,0,https://x.com/alexsirota/status/1841801625419104541,31152742,alexsirota,oh like wpdrama,positive,0.3612
279,1841799657850339584,Thu Oct 03 11:17:12 +0000 2024,0,What s the TLDR on WP drama without watching three one hour videos,1841799657850339584,,,en,,0,0,0,https://x.com/ErnestasTheDev/status/1841799657850339584,1838409844619120641,ErnestasTheDev,tldr wp drama without watching three one hour videos,positive,0.25
280,1841783197442712057,Thu Oct 03 11:05:37 +0000 2024,1,@mgaak1dev There are a lot If people doing and coding things. As the current Beta came out. The WPDrama in Social Media makes it Iess visible but the work ist still done.,1841796745249816821,,mgaak1dev,en,"Erlangen, Deutschland",0,1,0,https://x.com/xwolf/status/1841796745249816821,14623982,xwolf,mgaak1dev lot people coding things current beta came wpdrama social media makes iess visible work ist still done,neutral,0.0
281,1841783197442712057,Thu Oct 03 10:11:47 +0000 2024,18,You know I was thinking WP team will do something Innovative like : 1) Create a JS library similar to React to be used for WordPress. 2) More sleek &amp; advanced version of Gutenberg with native interface to create CPT and Custom fields. But all we got is the recent drama events,1841783197442712057,,,en,,0,11,1,https://x.com/mgaak1dev/status/1841783197442712057,1439238544602505219,mgaak1dev,know thinking wp team something innovative like 1 create js library similar react used wordpress 2 sleek amp advanced version gutenberg native interface create cpt custom fields got recent drama events,positive,0.891
283,1841757980544692715,Thu Oct 03 08:31:35 +0000 2024,7,The WPDrama thing is dragging down the rabbit hole now. Too much negativity. I think I should mute some words to avoid this news on my Timeline.,1841757980544692715,,,en,,0,1,0,https://x.com/mgaak1dev/status/1841757980544692715,1439238544602505219,mgaak1dev,wpdrama thing dragging rabbit hole much negativity think mute words avoid news timeline,negative,-0.6705
284,1841752019251478532,Thu Oct 03 08:07:54 +0000 2024,7,Don't forget #wpdrama https://t.co/ErYh76LCP5,1841752019251478532,https://pbs.twimg.com/media/GY83plYWMAAaZV2.jpg,,en,"Bangalore, India",0,1,0,https://x.com/vikasprogrammer/status/1841752019251478532,19061707,vikasprogrammer,forget wpdrama,negative,-0.2263
285,1841744727168692416,Thu Oct 03 07:38:55 +0000 2024,14,It gets worse. And it's not over yet. #wpdrama,1841744727168692416,,,en,"Kent, UK",0,5,0,https://x.com/keithdevon/status/1841744727168692416,27965131,keithdevon,gets worse yet wpdrama,negative,-0.4767
286,1841652314022547939,Thu Oct 03 06:35:40 +0000 2024,0,@CamKemDev @ianlandsman So you are going to cover how to move from low code Wordpress plugin based ecosystem to a full code package based Laravel ecosystem? Different target demographics. Good luck that's not an easy task to get out of the door while the WP Drama Cake is still fresh.,1841728809164292170,,CamKemDev,en,Arkham instute of correction,0,0,0,https://x.com/renebakx/status/1841728809164292170,20133629,renebakx,camkemdev ianlandsman going cover move low code wordpress plugin based ecosystem full code package based laravel ecosystem different target demographics good luck easy task get door wp drama cake still fresh,positive,0.875
287,1841726882175451318,Thu Oct 03 06:28:00 +0000 2024,1, Automattic vs WP Engine: just a drama ? Not really. This issue goes far beyond a simple technological controversy. WordPress powers 40% of the web today. It runs millions of sites including essential platforms for many businesses. Recently a growing tension erupted,1841726882175451318,,,en,France and beyond,0,0,1,https://x.com/aureliendebord/status/1841726882175451318,85090891,aureliendebord,automattic vs wp engine drama really issue goes far beyond simple technological controversy wordpress powers 40 web today runs millions sites including essential platforms many businesses recently growing tension erupted,positive,0.1027
288,1841661296791466460,Thu Oct 03 06:01:18 +0000 2024,1,@realgayredneck Seeing the WP drama unfold is wild though.,1841720161495134361,,realgayredneck,en,"Nashville, TN",0,1,0,https://x.com/YawanaJerod/status/1841720161495134361,1762723241771044864,YawanaJerod,realgayredneck seeing wp drama unfold wild though,positive,0.25
289,1841716819696222228,Thu Oct 03 05:48:01 +0000 2024,0,In a classic tale of tech-world drama WP Engine is suing Automattic and its co-founder Mullenweg accusing him of being the WordPress Mafia . The feud filled with accusations of extortion abuse of power trademark infringement and the spicy twist of a 'pay or work for us',1841716819696222228,,,en,Los Angeles,0,1,0,https://x.com/americanfocusAF/status/1841716819696222228,1827871704083025920,americanfocusAF,classic tale tech world drama wp engine suing automattic co founder mullenweg accusing wordpress mafia feud filled accusations extortion abuse power trademark infringement spicy twist pay work us,negative,-0.9217
290,1841709280262815802,Thu Oct 03 05:18:04 +0000 2024,1,So here's my two cents on a very small part of the big #WPDrama picture . . . FWIW. https://t.co/UEy9oh8gGa,1841709280262815802,,,en,Somewhere in California,0,0,0,https://x.com/MarcBenzak/status/1841709280262815802,193554756,MarcBenzak,two cents small part big wpdrama picture fwiw,neutral,0.0
291,1841706872019050827,Thu Oct 03 05:08:30 +0000 2024,1,This is from HN #wpdrama https://t.co/OyTU9T3Rb4,1841706872019050827,https://pbs.twimg.com/media/GY8Oo_7bwAA_YEu.jpg,,en,"Valle de Bravo, México",0,0,0,https://x.com/Tmeister/status/1841706872019050827,1798551,Tmeister,hn wpdrama,neutral,0.0
293,1841699537142087839,Thu Oct 03 04:39:21 +0000 2024,224,I've been very demure very mindful until this week when I shared some thoughts. I made someone big mad. #WordPress #wpdrama https://t.co/UTRSQUEMS3,1841699537142087839,,,en,Mexico,18,26,36,https://x.com/kellie/status/1841699537142087839,790217,kellie,demure mindful week shared thoughts made someone big mad wordpress wpdrama,negative,-0.2023
294,1841688051158024464,Thu Oct 03 03:53:42 +0000 2024,0,Perhaps something we can learn from WP engine vs wordpress drama is the website builder is still a thing.,1841688051158024464,,,en,Bumi,0,0,0,https://x.com/mraka__/status/1841688051158024464,244397064,mraka__,perhaps something learn wp engine vs wordpress drama website builder still thing,positive,0.25
295,1841674912542400730,Thu Oct 03 03:01:30 +0000 2024,2,You have the right to remain silent. Anything you say and can and will be used against you in a court of law. #wpdrama,1841674912542400730,,,en,"Tulsa, Oklahoma",0,0,0,https://x.com/jmbullis/status/1841674912542400730,15790894,jmbullis,right remain silent anything say used court law wpdrama,neutral,0.0
296,1841669573394804886,Thu Oct 03 02:40:17 +0000 2024,5,Current status... borderline too much #WPDrama for one night. I should get ready for bed... https://t.co/GpoZ1ld3RM,1841669573394804886,https://pbs.twimg.com/tweet_video_thumb/GY7srKPWoAAYxmj.jpg,,en,Florida,0,1,0,https://x.com/ryancduff/status/1841669573394804886,1564046454519480320,ryancduff,current status borderline much wpdrama one night get ready bed,positive,0.3612
297,1841644271939604628,Thu Oct 03 02:18:05 +0000 2024,5,@photomatt @wpengine @pcrumm Matt is making things just worse and worse #WordPress #wpdrama #WordPressDrama https://t.co/uWRMcanWiN,1841663987458461959,https://pbs.twimg.com/ext_tw_video_thumb/1841663967552208896/pu/img/bsO8zT8wksGPOO_u.jpg,photomatt,en,Anywhere with WiFi,0,0,0,https://x.com/ThickWagers/status/1841663987458461959,1817724815647580160,ThickWagers,photomatt wpengine pcrumm matt making things worse worse wordpress wpdrama wordpressdrama,negative,-0.7351
298,1841638417492541755,Thu Oct 03 01:51:45 +0000 2024,5,These two are crazy as hell. #wpdrama https://t.co/BYGaZM45Ie,1841657358369620335,https://pbs.twimg.com/media/GY7hcMhaEAAB9nW.jpg,Tmeister,en,"Valle de Bravo, México",0,0,0,https://x.com/Tmeister/status/1841657358369620335,1798551,Tmeister,two crazy hell wpdrama,negative,-0.7906
299,1841648397339787396,Thu Oct 03 01:16:08 +0000 2024,5,In perhaps the most predictable reaction you can imagine to this manufactured WordPress drama WP Engine just filed a defamation suit against Automattic and Mullenweg. The only winners here are the attorneys. And I bet the defendants settle. https://t.co/h994HMtWDx,1841648397339787396,,,en,"Austin, TX",0,1,0,https://x.com/dwlz/status/1841648397339787396,17824785,dwlz,perhaps predictable reaction imagine manufactured wordpress drama wp engine filed defamation suit automattic mullenweg winners attorneys bet defendants settle,positive,0.6249
300,1841646632691237156,Thu Oct 03 01:09:08 +0000 2024,8,The WP Engine vs Matt Mullenweg drama is officially headed to court with WP Engine filing a complaint in California. They allege Mullenweg and Automattic extorted them for millions interfered with contracts defamed them &amp; unfairly retained control over WordPress trademarks.,1841646632691237156,,,en,,0,0,0,https://x.com/ematt/status/1841646632691237156,18854284,ematt,wp engine vs matt mullenweg drama officially headed court wp engine filing complaint california allege mullenweg automattic extorted millions interfered contracts defamed amp unfairly retained control wordpress trademarks,positive,0.2263
301,1841643077196243297,Thu Oct 03 00:55:00 +0000 2024,12,honey wake up next chapter of the wp drama dropped,1841643077196243297,,,en,Iowa,0,2,0,https://x.com/joshmanders/status/1841643077196243297,126174139,joshmanders,honey wake next chapter wp drama dropped,positive,0.25
303,1841600837610782813,Wed Oct 02 22:07:09 +0000 2024,0,The WordPress vs. WP Engine drama explained - TechCrunch https://t.co/lY398Ob0bm,1841600837610782813,,,en,"Tokyo, JAPAN",0,0,0,https://x.com/patesalo_e/status/1841600837610782813,119973528,patesalo_e,wordpress vs wp engine drama explained techcrunch,positive,0.25
304,1841595042705944876,Wed Oct 02 21:44:08 +0000 2024,3,#wpdrama - What have we learned here? https://t.co/YokLsXLPXU,1841595042705944876,,,en,"Boulder, Colorado",0,2,0,https://x.com/askwpgirl/status/1841595042705944876,89498202,askwpgirl,wpdrama learned,neutral,0.0
305,1841578854303072680,Wed Oct 02 20:39:48 +0000 2024,3,Despite all the current #WPDrama there *will* be a #WordCamp in Lithuania next year. Provided we find enough speakers and sponsors of course if anyone in my network could *contribute* that way it would be a great help to the local #WordPress Community. Thanks in advance!,1841578854303072680,,,en,Lithuania,0,1,1,https://x.com/arunaswp/status/1841578854303072680,2914150625,arunaswp,despite current wpdrama wordcamp lithuania next year provided find enough speakers sponsors course anyone network could contribute way would great help local wordpress community thanks advance,positive,0.8658
307,1841463013804556331,Wed Oct 02 16:18:58 +0000 2024,1,@NewYorkerLaura Thanks for the work and the engagement. I feel you. (I never organized an offical WP event but made a public web event for some years.) After an event you want and need good feedback. Now however this was completely lost due to the drama. this is unfair and frustrating.,1841513213524881457,,NewYorkerLaura,en,"Erlangen, Deutschland",0,0,0,https://x.com/xwolf/status/1841513213524881457,14623982,xwolf,newyorkerlaura thanks work engagement feel never organized offical wp event made public web event years event want need good feedback however completely lost due drama unfair frustrating,negative,-0.0601
308,1841512246909759624,Wed Oct 02 16:15:07 +0000 2024,1,With recent WP Engine drama shaking up the WordPress community it's time to rethink your website platform. In our updated blog we explain why we ve been advising clients against using WordPress long before this controversy started. https://t.co/Q6PzWeYoOD #WordPress #WPEngine https://t.co/c0YAa3M1zd,1841512246909759624,https://pbs.twimg.com/media/GY5doQiWAAA9Wmv.jpg,,en,"Redondo Beach, CA",1,1,0,https://x.com/ByerCompany/status/1841512246909759624,1034283019790508032,ByerCompany,recent wp engine drama shaking wordpress community time rethink website platform updated blog explain advising clients using wordpress long controversy started wordpress wpengine,positive,0.0772
309,1841494724881809606,Wed Oct 02 15:05:30 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/Lf6rvhM1F7 via @techcrunch,1841494724881809606,,,en,Brussels,0,0,0,https://x.com/jopxtwits/status/1841494724881809606,14732592,jopxtwits,wordpress vs wp engine drama explained via techcrunch,positive,0.25
310,1841480102426656873,Wed Oct 02 14:07:24 +0000 2024,0,Thought about this a lot the last days. We need more of this kind of conversation. My opinion about the whole WP drama didn't change much. But I feel like I now have a way better understanding of what happened and _why_ things escalated this way.,1841480102426656873,,,en,Berlin,0,1,0,https://x.com/pnodev/status/1841480102426656873,54247020,pnodev,thought lot last days need kind conversation opinion whole wp drama change much feel like way better understanding happened things escalated way,positive,0.8689
313,1841474217411321866,Wed Oct 02 13:44:01 +0000 2024,1,Back to basics #WordPress plugin boilerplate with #webpack build script composer autoloader and namespacing. Easy setup script focus on coding not on configuring. No #wpdrama here. https://t.co/0ZsYEdqW4y,1841474217411321866,,,en,/wp-admin/plugins.php,0,0,2,https://x.com/codesoup/status/1841474217411321866,1199644844626497536,codesoup,back basics wordpress plugin boilerplate webpack build script composer autoloader namespacing easy setup script focus coding configuring wpdrama,positive,0.4404
314,1841471840172012024,Wed Oct 02 13:34:34 +0000 2024,0,Most of the current #wpdrama could be solved if Wordpress developers got of their own little (un)safe island and started adapting modern PHP development. *kuch* composer packages for example. it's not that hard there's plenty tools/services for deployment are build around it.,1841471840172012024,,,en,Arkham instute of correction,0,0,0,https://x.com/renebakx/status/1841471840172012024,20133629,renebakx,current wpdrama could solved wordpress developers got little un safe island started adapting modern php development kuch composer packages example hard plenty tools services deployment build around,positive,0.5141
315,1841457137169416263,Wed Oct 02 12:36:08 +0000 2024,3,Issue #128 of Loop WP my WordPress newsletter is out now! Halloween Horror Show. As the #WordPress Drama with WP Engine unfolds. I finally give my opinion on the situation the community impact and what needs to change. https://t.co/cZwYNXeWrL,1841457137169416263,,,en,"Bangor, Northern Ireland",0,1,2,https://x.com/SRHDesign/status/1841457137169416263,146583291,SRHDesign,issue 128 loop wp wordpress newsletter halloween horror show wordpress drama wp engine unfolds finally give opinion situation community impact needs change,negative,-0.1779
316,1841425748738842758,Wed Oct 02 10:31:25 +0000 2024,2,Okay let's get real. We all love WordPress but even the most dedicated volunteer deserves more than feel good vibes and the occasional high-five. #wpdrama https://t.co/jVu0pxYBJi,1841425748738842758,,,en,"ÜT: 43.94421,-79.39097",0,0,0,https://x.com/alexsirota/status/1841425748738842758,31152742,alexsirota,okay let get real love wordpress even dedicated volunteer deserves feel good vibes occasional high five wpdrama,positive,0.9001
319,1841385584469614767,Wed Oct 02 07:51:49 +0000 2024,1,So reading this #wpdrama has likely been more about the payment system referral codes. Very easy to see that Matt could have viewed every WP user switching to WPeng as a revenue loss even if these users were never hosted by https://t.co/NXAJEXYXRS before https://t.co/r25epbSbHi,1841385584469614767,https://pbs.twimg.com/media/GY3qbDmXEAAMg_q.jpg,,en,,0,0,0,https://x.com/aznakai/status/1841385584469614767,76352805,aznakai,reading wpdrama likely payment system referral codes easy see matt could viewed every wp user switching wpeng revenue loss even users never hosted,positive,0.3818
321,1841319703873999066,Wed Oct 02 03:30:02 +0000 2024,1,Understanding the WordPress vs. WP Engine drama: it's about control and vision for the platform's future. Serious implications for developers and users alike.,1841319703873999066,,,en,"Darwin, Australia",0,0,0,https://x.com/xdantestjames/status/1841319703873999066,1786605997966184449,xdantestjames,understanding wordpress vs wp engine drama control vision platform future serious implications developers users alike,positive,0.4019
322,1841311736483242349,Wed Oct 02 02:58:22 +0000 2024,1,Rare film of @photomatt when he was little and impressionable. Seriously though friends and family should check up on him. The WP community thinks he may be having a mental health emergency. #WPDrama https://t.co/aMZrGnRydd,1841311736483242349,https://pbs.twimg.com/tweet_video_thumb/GY2mGm3WEAAFUzy.jpg,,en,"Norwalk, CT",0,0,0,https://x.com/VSHoward/status/1841311736483242349,1594363839214227456,VSHoward,rare film photomatt little impressionable seriously though friends family check wp community thinks may mental health emergency wpdrama,positive,0.2466
323,1841310815678541918,Wed Oct 02 02:54:43 +0000 2024,8,These licensing terms don't seem right. This is only causing more #wpdrama by @photomatt. Why did you publish this? https://t.co/HOU8TJwdV4,1841310815678541918,https://pbs.twimg.com/media/GY2mbHQbEAAL2aU.jpg,,en,"Los Angeles, CA",0,0,1,https://x.com/zudasworld/status/1841310815678541918,174135403,zudasworld,licensing terms seem right causing wpdrama photomatt publish,neutral,0.0
325,1841299757131579869,Wed Oct 02 02:10:46 +0000 2024,161,I can t believe his lawyers are okay with this. #WPDrama https://t.co/Xo0TUg4Utq,1841299757131579869,https://pbs.twimg.com/media/GY2cXqQXoAA7Rhl.jpg,,en,"Norwalk, CT",4,19,11,https://x.com/VSHoward/status/1841299757131579869,1594363839214227456,VSHoward,believe lawyers okay wpdrama,positive,0.2263
326,1841245692280689045,Wed Oct 02 00:45:29 +0000 2024,0,@JaredStillman Personally want Milroe feel like Shedeur is toxic and also because I do not want the drama that comes with Deion,1841278295762980929,,JaredStillman,en,,0,0,0,https://x.com/TheDestoyerWP/status/1841278295762980929,1680694828638642178,TheDestoyerWP,jaredstillman personally want milroe feel like shedeur toxic also want drama comes deion,positive,0.4767
327,1841258724230332511,Tue Oct 01 23:27:43 +0000 2024,2,I have this to say about the WordPress drama my small agency has been quietly using WP for years + we re using it in a way few seem to be with our own customized builder programmed with Advanced Custom Fields and we re going to continue to use WP for the foreseeable future.,1841258724230332511,,,en,Pacific Northwest,0,1,0,https://x.com/jvmediadesign/status/1841258724230332511,5877532,jvmediadesign,say wordpress drama small agency quietly using wp years using way seem customized builder programmed advanced custom fields going continue use wp foreseeable future,positive,0.6124
328,1841254331959689325,Tue Oct 01 23:10:16 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/In89coxC1R via @techcrunch,1841254331959689325,,,en,EAST AFRICA,0,0,0,https://x.com/stevpm/status/1841254331959689325,10451082,stevpm,wordpress vs wp engine drama explained via techcrunch,positive,0.25
329,1841227344712741184,Tue Oct 01 21:23:01 +0000 2024,0,New Post: The WordPress vs. WP Engine drama explained https://t.co/dA1UjI8UIp,1841227344712741184,,,en,London,0,0,0,https://x.com/acerbo_andrea/status/1841227344712741184,1183340067307347968,acerbo_andrea,new post wordpress vs wp engine drama explained,positive,0.25
330,1841176269536575699,Tue Oct 01 21:09:33 +0000 2024,0,@ToolboxOfDesign The right tool for the right job in the right season. It's funny we recorded this before all the WP drama hit but it applies there just as well. Glad you found some useful stuff from the podcast it was fun chatting with @krisatwbprsspro on it for sure,1841223952422895985,,ToolboxOfDesign,en,"Birmingham, AL",0,0,0,https://x.com/ezsmith397/status/1841223952422895985,1494316762023800835,ezsmith397,toolboxofdesign right tool right job right season funny recorded wp drama hit applies well glad found useful stuff podcast fun chatting krisatwbprsspro sure,positive,0.9477
331,1841211670263214367,Tue Oct 01 20:20:44 +0000 2024,16,And any #automatticians who do take the deal without something lined up please get in touch and I'll do what I can to help in your transition. #wordpress #wpdrama,1841211670263214367,,,en,Mexico,0,1,4,https://x.com/kellie/status/1841211670263214367,790217,kellie,automatticians take deal without something lined please get touch help transition wordpress wpdrama,positive,0.1872
332,1841207960166445539,Tue Oct 01 20:06:00 +0000 2024,4,Putting aside the #wpdrama WordPress is still a marvel. Things happen that annoy and I include myself but at the end of the day every community has its own dramas. I try to focus on what I can and do contribute. The rest comes and goes.,1841207960166445539,,,en,Santiago de Chile,0,0,0,https://x.com/DeryckOE/status/1841207960166445539,19397620,DeryckOE,putting aside wpdrama wordpress still marvel things happen annoy include end day every community dramas try focus contribute rest comes goes,negative,-0.0258
335,1841178467511022052,Tue Oct 01 18:08:48 +0000 2024,2,It's always about the money. #WP #WPDrama #WordPress,1841178467511022052,,,en,🌎,0,0,0,https://x.com/EntupoMedia/status/1841178467511022052,1831539283179520001,EntupoMedia,always money wp wpdrama wordpress,positive,0.25
336,1841111778178035974,Tue Oct 01 17:42:48 +0000 2024,1,@ColinDougherty_ Forget WP and WP Engine Sam Altman drama Zuck and his glasses... This hit hard ( literally),1841171923914629249,,ColinDougherty_,en,,0,0,0,https://x.com/GodoyNotes/status/1841171923914629249,1651978371360800770,GodoyNotes,colindougherty forget wp wp engine sam altman drama zuck glasses hit hard literally,positive,0.1779
337,1841164331385254074,Tue Oct 01 17:12:38 +0000 2024,0,Maybe... perhaps... #wordPress #wpdrama Little River Band - Cool Change (Live 1981) https://t.co/ZHfD44pT1I via @YouTube,1841164331385254074,,,en,"Conway, AR",0,1,0,https://x.com/tejones/status/1841164331385254074,19429494,tejones,maybe perhaps wordpress wpdrama little river band cool change live 1981 via youtube,positive,0.2585
338,1841152593583616027,Tue Oct 01 16:25:59 +0000 2024,1,With the WP Engine / WordPress drama - what are you guys using for local WP development? Local was my go-to but I don't want to catch a stray in this battle.,1841152593583616027,,,en,"St Louis, MO",0,7,0,https://x.com/krisatwbprsspro/status/1841152593583616027,1501661419107934210,krisatwbprsspro,wp engine wordpress drama guys using local wp development local go want catch stray battle,positive,0.1779
339,1841130909887533285,Tue Oct 01 14:59:50 +0000 2024,0,Currently I have one client where I m working within WordPress dot com and another client where I m working within WP Engine. Just imagine my situation right now! #wpdrama #WPEngine https://t.co/FW2KnckFyT,1841130909887533285,https://pbs.twimg.com/media/GY0CrakWAAEe1C2.jpg,,en,"Kingston, Ontario, Canada",0,0,0,https://x.com/MirzaMd_Hasan/status/1841130909887533285,1236129732,MirzaMd_Hasan,currently one client working within wordpress dot com another client working within wp engine imagine situation right wpdrama wpengine,positive,0.25
340,1841127177955229829,Tue Oct 01 14:45:00 +0000 2024,0,Drama in the machine: The WordPress vs. WP Engine drama explained | TechCrunch https://t.co/WF4x7ksYVE,1841127177955229829,,,en,"Winston-Salem, NC",0,0,0,https://x.com/BrideOfLinux/status/1841127177955229829,4455481185,BrideOfLinux,drama machine wordpress vs wp engine drama explained techcrunch,positive,0.25
341,1840846545018896601,Tue Oct 01 14:21:10 +0000 2024,0,@brettstone_ I'm a huge fan of WP. I've been using it for 17 years and will continue to work w/ clients on this CMS. I also started to check alternatives way before this drama. IMO a dev needs to try more modern solutions too and stay up to date nmw :) (plus it's also fun),1841121182180864476,,brettstone_,en,🧭 CoffeeRadar.io,0,0,0,https://x.com/MattBonacini/status/1841121182180864476,1311380599010193408,MattBonacini,brettstone huge fan wp using 17 years continue work w clients cms also started check alternatives way drama imo dev needs try modern solutions stay date nmw plus also fun,positive,0.8625
342,1841105243372699929,Tue Oct 01 13:17:50 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/FAvhEfedvw via @techcrunch,1841105243372699929,,,en,"Nairobi, Kenya",0,0,0,https://x.com/Egline_Samoei/status/1841105243372699929,718146559955902464,Egline_Samoei,wordpress vs wp engine drama explained via techcrunch,positive,0.25
343,1841097547789558250,Tue Oct 01 12:47:15 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/QXQdI85DxL @techcrunch #news #technology #tech #technews,1841097547789558250,,,en,"Krakow, Poland",0,0,0,https://x.com/DeliaSoft/status/1841097547789558250,769167120965967872,DeliaSoft,wordpress vs wp engine drama explained techcrunch news technology tech technews,positive,0.25
344,1841089649999061274,Tue Oct 01 12:15:53 +0000 2024,0,Already old news but have been following the Matt (WordPress) vs. WP Engine drama closely the last few days,1841089649999061274,,,en,United Kingdom,0,1,0,https://x.com/LjupcheVasilev/status/1841089649999061274,241788858,LjupcheVasilev,already old news following matt wordpress vs wp engine drama closely last days,positive,0.25
345,1841081964658331733,Tue Oct 01 11:45:20 +0000 2024,6,One thing is true we ve got a lot of creative things taking fruit from the #wpdrama and they are delightful,1841081964658331733,,,en,"Tampa, FL",0,1,0,https://x.com/schutzsmith/status/1841081964658331733,1751151,schutzsmith,one thing true got lot creative things taking fruit wpdrama delightful,positive,0.8591
346,1840792580377702841,Mon Sep 30 16:35:27 +0000 2024,15,WP Drama: Season 3 GoDaddy's Slow Burn Matt Mullenweg publicly calls out GoDaddy for using outdated PHP blaming them for WordPress performance issues. As GoDaddy rushes to modernize the hosting world feels the heat from Matt s criticism.,1840792585138483354,,jmbullis,en,"Tulsa, Oklahoma",0,2,1,https://x.com/jmbullis/status/1840792585138483354,15790894,jmbullis,wp drama season 3 godaddy slow burn matt mullenweg publicly calls godaddy using outdated php blaming wordpress performance issues godaddy rushes modernize hosting world feels heat matt criticism,negative,-0.6249
